Date,Open,High,Low,Close,Adj Close,Volume
3/28/00,3.125,3.25,3,3.25,3.25,9700
3/29/00,3,3.25,3,3,3,20400
3/30/00,3,3.125,2.875,3,3,34800
3/31/00,2.9375,3.125,2.9375,3.125,3.125,300
4/3/00,2.9375,3.125,2.875,2.875,2.875,15400
4/4/00,2.8125,2.8125,2.25,2.75,2.75,22700
4/5/00,2.75,2.75,2.625,2.625,2.625,2700
4/6/00,2.5,2.875,2.3125,2.5,2.5,24700
4/7/00,2.125,2.53125,2.125,2.46875,2.46875,40700
4/10/00,2.53125,2.75,2.125,2.5,2.5,33400
4/11/00,2.5625,2.625,2.375,2.625,2.625,4300
4/12/00,2.5,2.625,2.1875,2.25,2.25,36600
4/13/00,2.25,2.25,1.90625,1.90625,1.90625,26800
4/14/00,1.89062,1.90625,1.5,1.5,1.5,41400
4/17/00,1.5625,2.25,1.5,2,2,21600
4/18/00,2.4375,2.5,2.0625,2.125,2.125,71700
4/19/00,2.125,2.3125,2,2.0625,2.0625,13000
4/20/00,2.0625,2.25,1.9375,2,2,13900
4/24/00,2.3125,2.3125,2,2.1875,2.1875,20800
4/25/00,2,2.1875,1.875,2,2,15100
4/26/00,2.0625,2.125,2,2,2,13600
4/27/00,2,2.125,1.875,2.125,2.125,34900
4/28/00,2.09375,2.125,2,2,2,10800
5/1/00,2.125,2.125,2,2,2,18400
5/2/00,2.3125,2.5,2.1875,2.25,2.25,95600
5/3/00,2.3125,2.5,2,2.5,2.5,14900
5/4/00,2.25,2.5625,2.25,2.5,2.5,61900
5/5/00,2.375,2.375,2.375,2.375,2.375,12300
5/8/00,2.375,2.39062,2.15625,2.25,2.25,12300
5/9/00,2.1875,2.25,2.125,2.25,2.25,15100
5/10/00,2.25,2.25,2,2.0625,2.0625,41200
5/11/00,2.0625,2.0625,2,2.0625,2.0625,56200
5/12/00,2,2.25,2,2,2,13800
5/15/00,2.125,2.125,1.6875,1.875,1.875,21900
5/16/00,2.125,2.125,2,2,2,20100
5/17/00,2.03125,2.25,2,2.0625,2.0625,44200
5/18/00,2.125,2.25,1.96875,2.1875,2.1875,26300
5/19/00,2.25,2.25,2.125,2.125,2.125,6800
5/22/00,2.25,2.25,2,2,2,300
5/23/00,2.125,2.125,1.96875,2,2,4500
5/24/00,1.96875,2,1.625,1.875,1.875,36800
5/25/00,1.9375,1.9375,1.75,1.9375,1.9375,12300
5/26/00,2.10938,2.10938,1.875,2,2,7200
5/30/00,2.125,2.125,1.75,2,2,9500
5/31/00,1.875,1.875,1.5,1.5,1.5,52000
6/1/00,2,2.09375,1.6875,2.0625,2.0625,46600
6/2/00,2,2.125,2,2,2,45500
6/5/00,2.04688,2.1875,2,2.1875,2.1875,26700
6/6/00,2.125,2.375,2.125,2.375,2.375,29600
6/7/00,2.3125,2.375,2.1875,2.3125,2.3125,22000
6/8/00,2.25,2.375,2.25,2.375,2.375,20700
6/9/00,2.5,2.5,2.1875,2.25,2.25,7800
6/12/00,2.34375,2.4375,2.125,2.25,2.25,25100
6/13/00,2.34375,2.4375,2.125,2.4375,2.4375,3700
6/14/00,2.14062,2.25,2.125,2.25,2.25,15400
6/15/00,2.25,2.25,2.25,2.25,2.25,400
6/16/00,2.4375,2.4375,2.125,2.1875,2.1875,22900
6/19/00,2.375,2.375,2.125,2.375,2.375,169100
6/20/00,2.1875,2.375,2.125,2.1875,2.1875,33600
6/21/00,2.25,2.3125,2.1875,2.1875,2.1875,5500
6/22/00,2.125,2.375,2.125,2.15625,2.15625,16100
6/23/00,2.15625,2.25,2,2.125,2.125,9300
6/26/00,2.1875,2.1875,2.1875,2.1875,2.1875,800
6/27/00,2.125,2.25,2.09375,2.125,2.125,13000
6/28/00,2.20312,2.20312,2.20312,2.20312,2.20312,200
6/29/00,2.25,2.25,2.0625,2.125,2.125,5100
6/30/00,2.25,2.25,1.8125,2.125,2.125,20600
7/3/00,2.15625,2.15625,2.15625,2.15625,2.15625,400
7/5/00,2.17188,2.17188,2.0625,2.0625,2.0625,2600
7/6/00,2.0625,2.0625,2.0625,2.0625,2.0625,0
7/7/00,2.15625,2.1875,2,2.15625,2.15625,14500
7/10/00,2.15625,2.15625,2.15625,2.15625,2.15625,0
7/11/00,2.0625,2.125,2.0625,2.125,2.125,11200
7/12/00,2.15625,2.25,2.0625,2.25,2.25,8100
7/13/00,2.25,2.25,2.125,2.25,2.25,18500
7/14/00,2.03125,2.03125,2,2,2,7800
7/17/00,2.1875,2.1875,2,2,2,13600
7/18/00,2,2.03125,1.96875,2.03125,2.03125,5800
7/19/00,2.03125,2.03125,2,2,2,900
7/20/00,2.1875,2.1875,1.875,1.875,1.875,9900
7/21/00,2.1875,2.1875,1.875,2.0625,2.0625,2900
7/24/00,1.96875,1.96875,1.875,1.875,1.875,5100
7/25/00,1.90625,1.9375,1.875,1.9375,1.9375,4700
7/26/00,1.9375,1.96875,1.875,1.875,1.875,21300
7/27/00,1.92188,1.92188,1.75,1.75,1.75,35700
7/28/00,1.75,1.96875,1.5,1.5,1.5,14800
7/31/00,2,2.1875,1.5,1.75,1.75,16900
8/1/00,2.125,2.125,2.125,2.125,2.125,1000
8/2/00,2,2,2,2,2,600
8/3/00,2,2,1.625,1.75,1.75,17400
8/4/00,1.6875,2,1.625,2,2,16100
8/7/00,2,2,1.625,2,2,56700
8/8/00,2,2,2,2,2,4400
8/9/00,2.03125,2.03125,1.9375,2,2,23000
8/10/00,2,2.125,2,2,2,21400
8/11/00,2.01562,2.03125,2,2.03125,2.03125,11900
8/14/00,2.01562,2.01562,2,2,2,16200
8/15/00,2,2,1.75,1.75,1.75,58200
8/16/00,1.78125,1.78125,1.75,1.75,1.75,14200
8/17/00,1.75,2,1.75,2,2,10100
8/18/00,1.875,1.875,1.75,1.75,1.75,5100
8/21/00,2,2,1.625,1.6875,1.6875,11400
8/22/00,2,2,1.5,1.625,1.625,56800
8/23/00,1.75,1.9375,1.53125,1.53125,1.53125,21400
8/24/00,1.75,1.875,1.375,1.375,1.375,41900
8/25/00,1.5625,1.75,1.4375,1.5,1.5,32000
8/28/00,1.53125,1.5625,1,1.46875,1.46875,71400
8/29/00,1.4375,1.5,1.125,1.15625,1.15625,65600
8/30/00,1.26562,1.28125,1.03125,1.09375,1.09375,101400
8/31/00,1.125,1.25,1.0625,1.125,1.125,72900
9/1/00,1.23438,1.46875,1.125,1.375,1.375,102200
9/5/00,1.3125,1.5625,1.25,1.5,1.5,107500
9/6/00,1.46875,1.5625,1.375,1.46875,1.46875,35700
9/7/00,1.42188,1.5,1.42188,1.46875,1.46875,10800
9/8/00,1.4375,1.59375,1.375,1.59375,1.59375,9200
9/11/00,1.53125,1.625,1.5,1.5,1.5,48000
9/12/00,1.5,1.5,1.5,1.5,1.5,0
9/13/00,1.5,1.625,1.4375,1.625,1.625,4300
9/14/00,1.5,1.625,1.40625,1.5,1.5,51200
9/15/00,1.4375,1.71875,1.4375,1.59375,1.59375,118300
9/18/00,1.59375,1.71875,1.4375,1.5625,1.5625,202500
9/19/00,1.67188,1.67188,1.46875,1.625,1.625,227400
9/20/00,1.5625,1.75,1.4375,1.53125,1.53125,265600
9/21/00,1.46875,1.5,1.375,1.4375,1.4375,39100
9/22/00,1.4375,1.46875,1.375,1.375,1.375,10800
9/25/00,1.4375,1.46875,1.375,1.46875,1.46875,10400
9/26/00,1.4375,1.5,1.4375,1.5,1.5,5400
9/27/00,1.35938,1.46875,1.35938,1.46875,1.46875,17100
9/28/00,1.34375,1.5,1.34375,1.5,1.5,9200
9/29/00,1.40625,1.5,1.28125,1.46875,1.46875,8000
10/2/00,1.39062,1.5,1.39062,1.5,1.5,400
10/3/00,1.375,1.40625,1.375,1.375,1.375,1200
10/4/00,1.375,1.40625,1.28125,1.40625,1.40625,2100
10/5/00,1.32812,1.32812,1.3125,1.3125,1.3125,3000
10/6/00,1.375,1.40625,1.1875,1.1875,1.1875,32900
10/9/00,1.1875,1.25,1.0625,1.25,1.25,23000
10/10/00,1.23438,1.25,1.0625,1.25,1.25,15200
10/11/00,1.14062,1.25,1.125,1.25,1.25,15600
10/12/00,1.25,1.375,1.0625,1.125,1.125,56800
10/13/00,1.3125,1.5,1.25,1.3125,1.3125,41100
10/16/00,1.42188,1.42188,1.125,1.3125,1.3125,4600
10/17/00,1.375,1.5,1.34375,1.34375,1.34375,19700
10/18/00,1.34375,1.5,1.34375,1.40625,1.40625,6000
10/19/00,1.40625,1.40625,1.25,1.25,1.25,4900
10/20/00,1.25,1.3125,1.1875,1.25,1.25,11300
10/23/00,1.3125,1.3125,1.1875,1.3125,1.3125,2000
10/24/00,1.1875,1.3125,1.125,1.15625,1.15625,23100
10/25/00,1.3125,1.3125,1,1,1,184900
10/26/00,1.23438,1.25,1.0625,1.25,1.25,31800
10/27/00,1.23438,1.25,1.03125,1.15625,1.15625,50500
10/30/00,1.20312,1.20312,1.03125,1.0625,1.0625,21200
10/31/00,1.0625,1.1875,1.0625,1.0625,1.0625,37500
11/1/00,1.15625,1.1875,1.03125,1.1875,1.1875,18200
11/2/00,1.1875,1.1875,1.0625,1.1875,1.1875,10900
11/3/00,1.0625,1.1875,1.0625,1.125,1.125,15000
11/6/00,1.17188,1.1875,0.9375,1.0625,1.0625,52400
11/7/00,1.1875,1.1875,1,1.03125,1.03125,18200
11/8/00,1,1.125,0.875,1,1,66000
11/9/00,1,1.15625,0.9375,1.15625,1.15625,32800
11/10/00,1,1.125,1,1.03125,1.03125,2200
11/13/00,1.03125,1.03125,0.875,0.90625,0.90625,12000
11/14/00,1.03125,1.0625,1,1.03125,1.03125,25400
11/15/00,1.03125,1.03125,0.875,1,1,66200
11/16/00,0.96875,1.0625,0.96875,1,1,19800
11/17/00,1.04688,1.0625,0.96875,1.0625,1.0625,27700
11/20/00,1.04688,1.125,0.96875,0.96875,0.96875,11500
11/21/00,0.96875,1.0625,0.8125,1.0625,1.0625,56000
11/22/00,1.0625,1.0625,0.875,1,1,5000
11/24/00,1.01562,1.25,1,1.1875,1.1875,69200
11/27/00,1.07812,1.07812,1.0625,1.0625,1.0625,2900
11/28/00,1.0625,1.0625,1.03125,1.0625,1.0625,1000
11/29/00,1.0625,1.0625,0.875,0.9375,0.9375,28700
11/30/00,1,1,0.90625,1,1,46800
12/1/00,0.9375,0.9375,0.875,0.90625,0.90625,20300
12/4/00,0.90625,1,0.90625,1,1,36900
12/5/00,1.01562,1.03125,1,1,1,41300
12/6/00,1.01562,1.01562,0.96875,1,1,71500
12/7/00,1,1,0.96875,1,1,12300
12/8/00,0.90625,1.0625,0.90625,1,1,62900
12/11/00,0.96875,1.03125,0.9375,1.03125,1.03125,16800
12/12/00,1.04688,1.0625,0.90625,0.90625,0.90625,64700
12/13/00,1,1,0.90625,0.9375,0.9375,25200
12/14/00,0.9375,1,0.9375,1,1,8000
12/15/00,0.98438,1,0.9375,0.96875,0.96875,5100
12/18/00,0.98438,1,0.875,0.9375,0.9375,24500
12/19/00,0.96875,0.96875,0.96875,0.96875,0.96875,1000
12/20/00,0.9375,0.9375,0.9375,0.9375,0.9375,5900
12/21/00,0.92188,0.96875,0.84375,0.84375,0.84375,25300
12/22/00,0.9375,0.96875,0.9375,0.9375,0.9375,16200
12/26/00,0.85938,0.85938,0.84375,0.84375,0.84375,11100
12/27/00,0.8125,1,0.75,0.78125,0.78125,34200
12/28/00,0.84375,0.96875,0.8125,0.8125,0.8125,29900
12/29/00,0.8125,0.96875,0.6875,0.9375,0.9375,128100
1/2/01,0.95312,1,0.9375,1,1,15900
1/3/01,1.0625,1.21875,1.0625,1.21875,1.21875,52000
1/4/01,1.23438,1.25,1,1.0625,1.0625,92500
1/5/01,1.23438,1.40625,1.125,1.375,1.375,160200
1/8/01,1.32812,1.375,1.1875,1.375,1.375,14300
1/9/01,1,1.23438,1,1.23438,1.23438,46600
1/10/01,1.25,1.28125,1.21875,1.21875,1.21875,80300
1/11/01,1.21875,1.40625,1.21875,1.375,1.375,24700
1/12/01,1.35938,1.375,1.15625,1.375,1.375,7900
1/16/01,1.20312,1.375,1.20312,1.25,1.25,18900
1/17/01,1.25,1.375,1.25,1.3125,1.3125,14500
1/18/01,1.32812,1.32812,1.25,1.28125,1.28125,5700
1/19/01,1.375,1.5,1.34375,1.42188,1.42188,38400
1/22/01,1.45312,1.45312,1.40625,1.40625,1.40625,2800
1/23/01,1.40625,1.46875,1.375,1.40625,1.40625,8100
1/24/01,1.46875,1.5,1.46875,1.5,1.5,2400
1/25/01,1.5,1.5,1.40625,1.40625,1.40625,40900
1/26/01,1.45312,1.5,1.375,1.375,1.375,13900
1/29/01,1.09375,1.40625,1.09375,1.375,1.375,51800
1/30/01,1.26562,1.375,1.25,1.3125,1.3125,700
1/31/01,1.4375,1.5,1.4375,1.4375,1.4375,23700
2/1/01,1.4375,1.46875,1.375,1.46875,1.46875,26300
2/2/01,1.4375,1.4375,1.3125,1.3125,1.3125,26400
2/5/01,1.4375,1.5,1.375,1.375,1.375,14700
2/6/01,1.34375,1.34375,1.34375,1.34375,1.34375,400
2/7/01,1.34375,1.34375,1.28125,1.28125,1.28125,2300
2/8/01,1.25,1.25,1.15625,1.15625,1.15625,7600
2/9/01,1.15625,1.4375,1.15625,1.21875,1.21875,13800
2/12/01,1.42188,1.4375,1.25,1.25,1.25,4200
2/13/01,1.46875,1.5,1.21875,1.21875,1.21875,16800
2/14/01,1.21875,1.25,1.09375,1.25,1.25,6100
2/15/01,1.125,1.34375,1.125,1.34375,1.34375,3600
2/16/01,1.1875,1.75,1.1875,1.75,1.75,105800
2/20/01,1.45312,1.5,1.4375,1.5,1.5,16700
2/21/01,1.5,1.75,1.1875,1.20312,1.20312,133500
2/22/01,1.34375,1.34375,1.25,1.3125,1.3125,2900
2/23/01,1.3125,1.3125,1.25,1.25,1.25,1800
2/26/01,1.3125,1.46875,1.25,1.28125,1.28125,25200
2/27/01,1.28125,1.3125,1.28125,1.3125,1.3125,600
2/28/01,1.25,1.25,1.125,1.125,1.125,16200
3/1/01,1.20312,1.20312,1.03125,1.0625,1.0625,18500
3/2/01,1,1.21875,1,1.21875,1.21875,48900
3/5/01,1.25,1.3125,1.21875,1.3125,1.3125,11000
3/6/01,1.5,1.53125,1.21875,1.3125,1.3125,37000
3/7/01,1.3125,1.5,1.25,1.3125,1.3125,47900
3/8/01,1.3125,1.5,1.25,1.25,1.25,3300
3/9/01,1.28125,1.28125,1.21875,1.21875,1.21875,35200
3/12/01,1.21875,1.25,1.21875,1.25,1.25,3500
3/13/01,1.25,1.25,1.21875,1.25,1.25,3700
3/14/01,1.25,1.3125,1.21875,1.3125,1.3125,24000
3/15/01,1.375,1.375,1.1875,1.25,1.25,58900
3/16/01,1.25,1.25,1.25,1.25,1.25,0
3/19/01,1.375,1.375,1.21875,1.34375,1.34375,10600
3/20/01,1.35938,1.35938,1.21875,1.21875,1.21875,6400
3/21/01,1.25,1.25,1.15625,1.15625,1.15625,21900
3/22/01,1.125,1.21875,1.125,1.125,1.125,26000
3/23/01,1.1875,1.1875,1.1875,1.1875,1.1875,2300
3/26/01,1.25,1.25,1.15625,1.15625,1.15625,11600
3/27/01,1.15625,1.15625,1.09375,1.15625,1.15625,8500
3/28/01,1.125,1.125,1.125,1.125,1.125,2200
3/29/01,1.125,1.125,1.125,1.125,1.125,400
3/30/01,1.125,1.125,1.125,1.125,1.125,0
4/2/01,1.15625,1.15625,1.15625,1.15625,1.15625,800
4/3/01,1.125,1.125,1.125,1.125,1.125,7700
4/4/01,1.15625,1.15625,1.15625,1.15625,1.15625,300
4/5/01,1.125,1.15625,1.125,1.15625,1.15625,800
4/6/01,1.15625,1.25,1.15625,1.25,1.25,800
4/9/01,1.18,1.18,1.18,1.18,1.18,400
4/10/01,1.25,1.25,1.15,1.23,1.23,3700
4/11/01,1.23,1.25,1.23,1.25,1.25,800
4/12/01,1.25,1.25,1.25,1.25,1.25,200
4/16/01,1.18,1.24,1.18,1.24,1.24,900
4/17/01,1.24,1.24,1.17,1.17,1.17,1300
4/18/01,1.17,1.17,1.17,1.17,1.17,0
4/19/01,1.2,1.2,1.16,1.16,1.16,800
4/20/01,1.2,1.23,1.2,1.2,1.2,1700
4/23/01,1.18,1.18,1.14,1.14,1.14,4900
4/24/01,1.14,1.14,1.14,1.14,1.14,0
4/25/01,1.14,1.14,1.14,1.14,1.14,0
4/26/01,1.19,1.24,1.19,1.24,1.24,3200
4/27/01,1.2,1.2,1.14,1.2,1.2,1000
4/30/01,1.16,1.16,1.16,1.16,1.16,1000
5/1/01,1.11,1.21,1.1,1.21,1.21,5900
5/2/01,1.21,1.21,1,1.14,1.14,26700
5/3/01,1.19,1.2,1.19,1.2,1.2,300
5/4/01,1.15,1.15,1.15,1.15,1.15,2000
5/7/01,1.19,1.19,1.09,1.15,1.15,3100
5/8/01,1.14,1.18,1.14,1.14,1.14,700
5/9/01,1.18,1.2,1.09,1.11,1.11,5000
5/10/01,1.2,1.2,1.2,1.2,1.2,200
5/11/01,1.16,1.23,1.16,1.23,1.23,1700
5/14/01,1.13,1.16,1.13,1.16,1.16,1100
5/15/01,1.22,1.22,1.15,1.15,1.15,3200
5/16/01,1.19,1.19,1.19,1.19,1.19,1300
5/17/01,1.19,1.19,1.19,1.19,1.19,0
5/18/01,1.16,1.16,1.16,1.16,1.16,2000
5/21/01,1.16,1.19,1.15,1.19,1.19,2600
5/22/01,1.18,1.19,1.15,1.19,1.19,2200
5/23/01,1.16,1.2,1.12,1.12,1.12,6900
5/24/01,1.19,1.19,1.11,1.15,1.15,3500
5/25/01,1.15,1.19,1.1,1.1,1.1,4200
5/29/01,1.12,1.19,1.11,1.15,1.15,3300
5/30/01,1.15,1.15,1.14,1.14,1.14,1600
5/31/01,1.18,1.23,1.18,1.19,1.19,13200
6/1/01,1.14,1.14,1.14,1.14,1.14,200
6/4/01,1.14,1.14,1.12,1.12,1.12,1500
6/5/01,1.15,1.15,1.11,1.11,1.11,6800
6/6/01,1.1,1.1,1.07,1.07,1.07,1700
6/7/01,1.08,1.09,1.01,1.01,1.01,6100
6/8/01,1.11,1.15,1.03,1.03,1.03,2300
6/11/01,1.03,1.03,1.03,1.03,1.03,200
6/12/01,1.03,1.14,1.01,1.03,1.03,3100
6/13/01,1.05,1.05,1.05,1.05,1.05,400
6/14/01,1.03,1.1,1.03,1.03,1.03,3200
6/15/01,1.15,1.15,1.15,1.15,1.15,300
6/18/01,1.09,1.09,1.04,1.05,1.05,1600
6/19/01,1.14,1.17,0.98,1.01,1.01,15800
6/20/01,1.01,1.01,0.96,1,1,1400
6/21/01,0.96,0.96,0.9,0.95,0.95,5500
6/22/01,0.95,0.95,0.94,0.94,0.94,800
6/25/01,0.93,0.94,0.92,0.92,0.92,6100
6/26/01,0.94,0.94,0.92,0.92,0.92,2100
6/27/01,0.91,1,0.91,1,1,10200
6/28/01,1.02,1.02,1.02,1.02,1.02,100
6/29/01,0.98,1.02,0.98,1.02,1.02,4000
7/2/01,1.02,1.02,1.02,1.02,1.02,2000
7/3/01,0.98,0.98,0.98,0.98,0.98,100
7/5/01,1,1,1,1,1,10900
7/6/01,1.02,1.02,0.99,1,1,6600
7/9/01,1,1,1,1,1,0
7/10/01,1,1,1,1,1,0
7/11/01,1.01,1.01,1.01,1.01,1.01,400
7/12/01,1,1,0.99,1,1,3100
7/13/01,1,1,1,1,1,0
7/16/01,0.99,0.99,0.99,0.99,0.99,600
7/17/01,0.99,0.99,0.99,0.99,0.99,100
7/18/01,0.99,0.99,0.99,0.99,0.99,0
7/19/01,1.01,1.01,0.99,0.99,0.99,200
7/20/01,0.99,1.05,0.99,1,1,61800
7/23/01,1,1,1,1,1,6100
7/24/01,1,1,1,1,1,30700
7/25/01,1,1,1,1,1,0
7/26/01,1,1,1,1,1,400
7/27/01,1,1,1,1,1,0
7/30/01,1,1,0.83,0.83,0.83,38100
7/31/01,0.86,1.05,0.86,0.9,0.9,14700
8/1/01,0.99,1,0.9,1,1,2200
8/2/01,0.95,0.95,0.85,0.95,0.95,8000
8/3/01,1,1,0.92,0.92,0.92,1300
8/6/01,0.92,0.92,0.92,0.92,0.92,0
8/7/01,0.9,0.95,0.7,0.94,0.94,20300
8/8/01,0.99,1,0.99,1,1,600
8/9/01,0.92,0.92,0.92,0.92,0.92,1600
8/10/01,0.96,0.96,0.96,0.96,0.96,2600
8/13/01,0.96,1,0.96,0.96,0.96,4600
8/14/01,0.96,0.96,0.96,0.96,0.96,9700
8/15/01,0.99,0.99,0.99,0.99,0.99,100
8/16/01,0.9,0.93,0.8,0.93,0.93,3500
8/17/01,0.8,0.95,0.8,0.95,0.95,2500
8/20/01,0.95,0.95,0.85,0.85,0.85,900
8/21/01,0.85,0.95,0.85,0.85,0.85,4500
8/22/01,0.94,0.94,0.94,0.94,0.94,1100
8/23/01,0.8,0.8,0.8,0.8,0.8,1000
8/24/01,0.9,0.9,0.85,0.85,0.85,800
8/27/01,0.92,0.92,0.88,0.88,0.88,400
8/28/01,0.93,0.93,0.93,0.93,0.93,1700
8/29/01,0.93,0.93,0.93,0.93,0.93,600
8/30/01,0.93,0.93,0.91,0.91,0.91,8600
8/31/01,0.94,0.94,0.92,0.92,0.92,600
9/4/01,0.9,0.9,0.88,0.88,0.88,1200
9/5/01,0.89,0.89,0.88,0.89,0.89,1000
9/6/01,0.9,0.99,0.9,0.99,0.99,9800
9/7/01,0.99,0.99,0.94,0.95,0.95,7100
9/10/01,0.94,0.94,0.9,0.9,0.9,3700
9/17/01,0.88,0.88,0.72,0.8,0.8,11500
9/18/01,0.79,0.8,0.58,0.68,0.68,23900
9/19/01,0.7,0.73,0.63,0.7,0.7,14400
9/20/01,0.73,0.74,0.63,0.73,0.73,95900
9/21/01,0.7,0.75,0.66,0.67,0.67,9300
9/24/01,0.67,0.85,0.66,0.8,0.8,35000
9/25/01,0.8,0.8,0.76,0.76,0.76,2000
9/26/01,0.78,0.78,0.55,0.58,0.58,6800
9/27/01,0.72,0.72,0.72,0.72,0.72,100
9/28/01,0.75,0.75,0.75,0.75,0.75,900
10/1/01,0.77,0.9,0.71,0.89,0.89,9100
10/2/01,0.89,0.91,0.82,0.91,0.91,6200
10/3/01,0.83,0.91,0.82,0.91,0.91,7700
10/4/01,0.91,0.96,0.91,0.95,0.95,2300
10/5/01,0.94,0.95,0.94,0.95,0.95,400
10/8/01,0.94,0.95,0.9,0.9,0.9,3500
10/9/01,0.9,0.92,0.85,0.9,0.9,3600
10/10/01,0.9,0.9,0.9,0.9,0.9,1700
10/11/01,0.85,0.85,0.75,0.85,0.85,3100
10/12/01,0.85,0.85,0.85,0.85,0.85,0
10/15/01,0.8,0.85,0.75,0.85,0.85,1400
10/16/01,0.94,0.94,0.85,0.94,0.94,5500
10/17/01,0.64,0.86,0.64,0.86,0.86,14600
10/18/01,0.93,0.93,0.85,0.85,0.85,300
10/19/01,0.94,1.01,0.94,1.01,1.01,15200
10/22/01,0.96,1.05,0.96,1.05,1.05,3000
10/23/01,1.08,1.08,0.9,0.9,0.9,8900
10/24/01,0.95,0.95,0.94,0.94,0.94,500
10/25/01,0.96,0.96,0.9,0.9,0.9,1500
10/26/01,0.9,0.9,0.9,0.9,0.9,0
10/29/01,0.92,1,0.92,1,1,2100
10/30/01,0.99,0.99,0.94,0.94,0.94,1400
10/31/01,0.95,0.95,0.95,0.95,0.95,500
11/1/01,0.98,1,0.98,0.99,0.99,31600
11/2/01,1,1,1,1,1,700
11/5/01,0.94,0.94,0.94,0.94,0.94,600
11/6/01,0.94,0.94,0.94,0.94,0.94,0
11/7/01,0.94,0.94,0.75,0.8,0.8,5700
11/8/01,0.8,1,0.59,0.92,0.92,29400
11/9/01,0.97,0.97,0.86,0.87,0.87,7200
11/12/01,0.93,0.95,0.93,0.95,0.95,4800
11/13/01,0.98,0.98,0.97,0.98,0.98,700
11/14/01,0.98,0.98,0.98,0.98,0.98,100
11/15/01,0.8,0.8,0.8,0.8,0.8,1000
11/16/01,0.8,0.8,0.8,0.8,0.8,0
11/19/01,0.96,1.1,0.96,1.05,1.05,34400
11/20/01,1,1,0.9,1,1,4100
11/21/01,0.99,1,0.86,0.95,0.95,7000
11/23/01,0.92,1.1,0.92,1,1,3100
11/26/01,0.94,1.05,0.94,1.05,1.05,2500
11/27/01,1.05,1.18,1.05,1.09,1.09,2900
11/28/01,1.03,1.03,0.85,0.91,0.91,32000
11/29/01,0.85,0.99,0.85,0.99,0.99,2500
11/30/01,0.95,0.95,0.95,0.95,0.95,2600
12/3/01,0.95,0.95,0.85,0.85,0.85,1800
12/4/01,0.89,0.95,0.89,0.9,0.9,1500
12/5/01,0.89,0.99,0.89,0.94,0.94,5300
12/6/01,0.95,1,0.95,0.96,0.96,5100
12/7/01,1,1.19,1,1.05,1.05,11000
12/10/01,1.05,1.05,1.05,1.05,1.05,0
12/11/01,1.05,1.05,1.05,1.05,1.05,0
12/12/01,1.01,1.07,1.01,1.05,1.05,16600
12/13/01,1.03,1.09,1.03,1.05,1.05,16400
12/14/01,1.07,1.09,1.07,1.09,1.09,1300
12/17/01,1.08,1.12,1.02,1.02,1.02,13400
12/18/01,1,1,1,1,1,200
12/19/01,1,1.07,1,1.05,1.05,1100
12/20/01,1.01,1.01,1.01,1.01,1.01,200
12/21/01,1.04,1.05,1.04,1.05,1.05,10300
12/24/01,1.01,1.01,0.97,0.97,0.97,2200
12/26/01,0.97,0.97,0.87,0.87,0.87,4100
12/27/01,0.96,0.96,0.87,0.9,0.9,19200
12/28/01,0.9,0.91,0.87,0.87,0.87,10600
12/31/01,0.87,0.91,0.87,0.87,0.87,6900
1/2/02,1.03,1.03,0.9,1,1,8800
1/3/02,0.95,1.14,0.95,1.06,1.06,38100
1/4/02,1.09,1.14,1,1.02,1.02,5500
1/7/02,1,1.02,0.88,1.02,1.02,12900
1/8/02,1.02,1.02,0.89,1.02,1.02,2200
1/9/02,0.98,1.06,0.98,1.02,1.02,60100
1/10/02,1.02,1.02,1,1,1,8400
1/11/02,0.96,1.1,0.96,1.1,1.1,26800
1/14/02,1.12,1.12,1.01,1.05,1.05,6500
1/15/02,1.05,1.06,1.05,1.06,1.06,700
1/16/02,1.06,1.07,1.06,1.06,1.06,900
1/17/02,1.05,1.05,1.01,1.05,1.05,700
1/18/02,1.01,1.07,1.01,1.05,1.05,18400
1/22/02,1.07,1.08,1.05,1.05,1.05,9500
1/23/02,1.05,1.05,1.01,1.01,1.01,8900
1/24/02,1.03,1.07,1.03,1.07,1.07,7000
1/25/02,1.08,1.08,1.01,1.01,1.01,1900
1/28/02,1.04,1.04,0.91,0.91,0.91,5600
1/29/02,1.08,1.08,0.8,0.95,0.95,35200
1/30/02,0.95,0.95,0.92,0.95,0.95,1400
1/31/02,0.95,0.95,0.95,0.95,0.95,4800
2/1/02,0.95,0.98,0.95,0.98,0.98,6800
2/4/02,0.99,1.02,0.94,0.96,0.96,5000
2/5/02,0.99,0.99,0.99,0.99,0.99,1000
2/6/02,0.98,0.98,0.98,0.98,0.98,600
2/7/02,0.98,1.03,0.98,0.98,0.98,10000
2/8/02,0.97,1.03,0.97,1.03,1.03,1500
2/11/02,1.04,1.04,0.94,0.94,0.94,6900
2/12/02,0.95,1,0.95,1,1,5500
2/13/02,1,1.04,1,1,1,1900
2/14/02,1.01,1.01,1,1,1,200
2/15/02,0.99,0.99,0.99,0.99,0.99,200
2/19/02,0.99,1.02,0.99,0.99,0.99,13600
2/20/02,1,1,0.97,0.98,0.98,5300
2/21/02,0.99,0.99,0.98,0.98,0.98,6400
2/22/02,0.95,1.01,0.95,0.98,0.98,8000
2/25/02,1.01,1.01,0.93,0.95,0.95,9300
2/26/02,0.95,1.03,0.92,0.95,0.95,7000
2/27/02,0.95,0.95,0.95,0.95,0.95,0
